#
'1019.jpg',0,0,0,0,1680,2029,2000,1460
'1022.jpg',0,0,0,0,1370,2380,3350,1420
'1030.jpg',0,0,0,0,740,2000,2220,870
'1040.jpg',0,0,0,0,1720,2770,3480,1370
'1050.jpg',0,0,0,0,1500,2550,3280,1320
'1051.jpg',0,0,0,0,1240,2040,2110,1010
'1052.jpg',0,0,0,0,1110,2009,2100,560
'1070.jpg',0,0,0,0,1470,2520,3280,1320
'1080.jpg',0,0,0,0,1330,2450,3150,1250
'1090.jpg',0,0,0,0,930,2050,2130,1090
'1110.jpg',0,0,0,0,900,1930,2000,780
'1111.jpg',0,0,0,0,1580,4220,3400,1320
'1113.jpg',0,0,0,0,1040,1950,2040,1060
'1120.jpg',0,0,0,0,1430,2570,3450,1230
'1200.jpg',0,0,0,0,1500,2870,3300,1180
'1201.jpg',0,0,0,0,1700,3250,3550,1400
'1220.jpg',0,0,0,0,1200,2300,2220,680
'1230.jpg',0,0,0,0,1380,2080,2140,790
'1240.jpg',0,0,0,0,1080,2140,2180,1050
'1270.jpg',0,0,0,0,1420,3130,2280,1200
'1274.jpg',0,0,0,0,1370,2200,2190,970
'1275.jpg',0,0,0,0,1380,2250,1950,880
'1280.jpg',0,0,0,0,1190,1870,1960,850
'1300.jpg',0,0,0,0,1510,2080,1870,1240
'1301.jpg',0,0,0,0,1270,1630,1810,860
'1302.jpg',0,0,0,0,1030,960,1690,500
'1321.jpg',0,0,0,0,1080,990,1830,800
'1340.jpg',1619,1785,1668,1682,0,0,0,0
'1390.jpg',0,0,0,0,830,1980,1790,310
'1440.jpg',1780,1923,1634,1878,0,0,0,0
'1460.jpg',1992,1956,1505,1761,0,0,0,0
'1463.jpg',1720,1949,1702,1643,0,0,0,0
'1500.jpg',1631,1665,1824,1513,0,0,0,0
'1510.jpg',1882,1520,1722,1659,0,0,0,0
'1540.jpg',2149,1973,1711,1745,0,0,0,0
'1560.jpg',1876,1968,1669,1863,0,0,0,0
'1590.jpg',1767,1795,1603,1769,0,0,0,0
'1601.jpg',1912,1666,1544,1636,0,0,0,0
'1602.jpg',1505,1757,1585,1462,0,0,0,0
'1603.jpg',1640,1769,1750,1643,0,0,0,0
'1604.jpg',1641,1809,1670,1769,0,0,0,0
'1610.jpg',2194,1935,1627,1687,0,0,0,0
'1620.jpg',1761,1690,1628,1535,0,0,0,0
'1640.jpg',1614,1688,1648,1783,0,0,0,0
'1650.jpg',2044,1771,1729,1697,0,0,0,0
'1660.jpg',2000,1748,1831,1794,0,0,0,0
'1670.jpg',2059,1262,1617,1207,0,0,0,0
'1710.jpg',2053,1907,1672,1760,0,0,0,0
'1720.jpg',1731,1774,1582,1755,0,0,0,0
'1721.jpg',1919,1823,1745,1785,0,0,0,0
'1722.jpg',2021,1909,1541,1743,0,0,0,0
'1740.jpg',2004,1539,1550,1519,0,0,0,0
'1750.jpg',1989,1845,1728,1722,0,0,0,0
'1810.jpg',1678,1788,1900,1682,0,0,0,0
'1811.jpg',1497,1856,1838,1595,0,0,0,0
'1812.jpg',2029,1792,1477,1717,0,0,0,0
'1850.jpg',2102,1849,1793,1807,0,0,0,0
'1900.jpg',2021,1998,1641,1888,0,0,0,0
'1910.jpg',1751,1676,1624,1598,0,0,0,0
'1920.jpg',1329,1900,1578,1481,0,0,0,0
'1930.jpg',0,0,0,0,1570,1720,1980,1120
'1931.jpg',0,0,0,0,1670,1680,2040,1040
'1942.jpg',2077,1880,1448,1578,0,0,0,0
'1945.jpg',0,0,0,0,1370,3180,2130,1430
'1999.jpg',1862,1621,1771,1626,0,0,0,0
'2040.jpg',1726,1728,1578,1589,0,0,0,0
'2050.jpg',1836,1934,1610,1769,0,0,0,0
'2053.jpg',0,0,0,0,1810,1860,1830,1800
'2057.jpg',2001,2037,1733,1845,0,0,0,0
'2058.jpg',1864,1863,1607,1769,0,0,0,0
'2070.jpg',1918,1969,1679,1914,0,0,0,0
'2080.jpg',1808,1935,1456,1701,0,0,0,0
'2091.jpg',1740,1802,1533,1566,0,0,0,0
'2092.jpg',1902,1314,1652,1568,0,0,0,0
'2100.jpg',0,0,0,0,1390,1120,1480,890
'2110.jpg',0,0,0,0,1470,1330,1670,1150
'2120.jpg',0,0,0,0,1800,1290,1740,1140
'2130.jpg',0,0,0,0,1440,1110,1210,1250
'2141.jpg',0,0,0,0,1480,1680,1720,1670
'2150.jpg',1925,1877,1805,1644,0,0,0,0
'2160.jpg',1815,1903,1660,1728,0,0,0,0
'2165.jpg',1779,1932,1593,1722,0,0,0,0
'2170.jpg',2500,3583,4200,2983,0,0,0,0
'2205.jpg',0,0,0,0,1370,1500,1780,1590
'2208.jpg',1722,1982,1796,1688,0,0,0,0
'2209.jpg',2078,1930,1867,1871,0,0,0,0
'2216.jpg',1561,1662,1444,1535,0,0,0,0
'2221.jpg',0,0,0,0,1290,670,1160,1070
'2230.jpg',0,0,0,0,1320,1130,1580,1930
'2240.jpg',1932,1669,1716,1459,0,0,0,0
'2250.jpg',1837,1952,1786,1402,0,0,0,0
'2260.jpg',1844,1833,1527,1716,0,0,0,0
'2270.jpg',1824,1651,1733,1400,0,0,0,0
'2271.jpg',0,0,0,0,1330,1080,880,1730
'2276.jpg',0,0,0,0,1840,1400,1420,1910
'2280.jpg',0,0,0,0,680,180,870,1330
'2303.jpg',1732,1780,1672,1595,0,0,0,0
'2304.jpg',1583,1870,1599,1467,0,0,0,0
'2310.jpg',2517,3050,4217,2600,0,0,0,0
'2311.jpg',1874,1732,1619,1812,0,0,0,0
'2312.jpg',0,0,0,0,1310,1030,1260,1860
'2320.jpg',1777,1858,1743,1465,0,0,0,0
'2331.jpg',1789,1817,1664,1568,0,0,0,0
'2340.jpg',1751,1741,1595,1557,0,0,0,0
'2341.jpg',1891,1778,1718,1386,0,0,0,0
'2344.jpg',1610,1863,1700,1662,0,0,0,0
'2345.jpg',1640,1851,1709,1626,0,0,0,0
'2352.2.jpg',0,0,0,0,2120,1710,1870,2240
'2352.jpg',1603,1882,1694,1783,0,0,0,0
'2360.jpg',1676,1936,1798,1570,0,0,0,0
'2370.jpg',1913,1329,1692,1508,0,0,0,0
'2389.jpg',3350,2083,2817,3500,0,0,0,0
'2391.jpg',3717,2767,4050,3417,0,0,0,0
'2490.jpg',0,0,0,0,970,1200,910,1860
'2500.jpg',1814,1753,1732,1427,0,0,0,0
'2501.jpg',1807,1860,1676,1615,0,0,0,0
'2510.jpg',1771,1709,1781,1395,0,0,0,0
'2515.jpg',1918,1662,1678,1343,0,0,0,0
'2520.jpg',0,0,0,0,1240,740,1130,2009
'2530.jpg',1879,1832,1594,1692,0,0,0,0
'2540.jpg',1610,1988,1451,1530,0,0,0,0
'2550.jpg',1751,1894,1643,1439,0,0,0,0
'2560.jpg',1698,1427,1807,1568,0,0,0,0
'2590.jpg',0,0,0,0,750,850,1160,1680
